Username,Rating,Date and Time,Comment
alejandrouy,5,2023-07-13 04:55,Kaka recieve ko lang now mabilis maipadala baka bukas ko pa maikabit Hopefully okie sya at walang maging problema at tumagal din po sana Thanks God bless
iamerick007,5,2023-12-24 04:03,"Appearance:Looks good
Quality:seems nice

Shoutout to Sir EemzYT for sharing this.link. Feed back again once nakabit"
rjaijem,4,2023-09-07 13:29,"Quality:very good
Appearance:very good
Suitability:very good"
m*****8,5,2023-08-19 09:59,"Suitability:👍
Appearance:Good. There's no damage or whatever.
Quality:Haven't tried it yet but I think it would be good."
p*****5,5,2024-08-29 12:10,"Appearance:As shown on video..
Quality:very bright

Added it today, was hesitant at first since the other light didn't turn on, unplug it then plug it back, good thing both is working fine and very bright. Thanks Shopee and seller. Do hope it'll last long like other expensive brands."
drin12pogs,5,2023-10-01 00:13,"Suitability:Verygood
Appearance:Good
Quality:Good

Okay ang pagkakabalot ng item mabilis din dumating at Good Quality ang item 😁"
,5,2022-05-21 11:03,"The quality is good, the packaging guarantees the safety of the product, the delivery is fast, thank you for your good service"
e*****z,5,2023-11-28 08:46,"Suitability:good
Quality:super good
Appearance:excellent

Ganda legit na legit salamat seller subukan ko sana tumagal ng ilang yrs mabilis din dumating 2days"
dadsmaceda,5,2024-05-15 09:47,"Quality:Great quality
Appearance:Looks well-designed
Suitability:Plug and play

I'll definitely order again. Well done, seller!"
jhayallbeedo,5,2023-01-08 13:15,"Appearance:10/10
Quality:10/10
Suitability:10/10

Highly recommended....ang ganda ng product...."
tolls37,5,2023-10-02 11:23,"Suitability:good
Appearance:good
Quality:good

Working,good product and legit.thank.ypu seller at shopee."
1*****7,5,2024-09-15 11:20,"Appearance:good
Quality:good
Suitability:good

Legit store 2nd order recommended"
geromevasallo,5,2024-05-05 13:05,"Suitability:good
Quality:good
Appearance:good

Maayos ang pagkaka balot"
efrodibnabdulwahab,5,2024-05-25 08:02,"Appearance:Good packaging
Quality:Good
Suitability:fits perfect for Honda Civic FD"
silvino26,5,2023-12-13 13:24,"Suitability:good
Quality:good
Appearance:good

Maganda ang product, maayos lumakas na ang headlight ko, tnx seller and riders too"
weng26mendoza,5,2023-11-11 14:16,"Ok nman sya, maliwanag at easy to install din. Salamat po seller at kay rider na rin sa pagdeliver ng maaga."
jonathanbinaohan,5,2023-04-17 13:50,"Appearance:10
Suitability:10
Quality:9

Excellent."
welsonaldeguer,5,2023-03-15 03:54,"Appearance:good
Quality:good
Suitability:good

Received the items in good condition.."
r*****o,5,2024-02-24 04:48,"Appearance:very good
Suitability:need to test
Quality:need to test

received product faster. sealed and packed. need to test"
j*****r,5,2022-06-27 16:13,"Appearance:In pristine condition
Quality:Excellent quality

Fast delivery, item securely packed. Walang damage or scratches. Thanks seller!"
chamberlainbrigz,5,2022-12-09 00:55,"Appearance:100% original
Quality:lig.on kaaung inatay

palit namo namo kay perti jung gwapoha sa suga. hayag pas imo kaugmaon."
a*****y,5,2022-12-26 07:08,"Madali lang ikabit at sobrang linaw talaga, nakalow light sobrang liwanag pa rin. Masisilaw ang kasalubong. Maraming salamat!"
iann12345678,5,2024-02-27 02:59,"Quality:10/10
Suitability:good
Appearance:10/10

Thank u seller item is 👍"
guydoromal150,5,2024-10-21 11:28,"Quality:very good
Suitability:perfect
Appearance:elegant

Fits my 3rd gen vios"
duncan0429,5,2023-09-13 01:56,"Suitability:Good
Quality:Good
Appearance:Good

Suited sa Mitsubishi Adventure."
rizatorres446,5,2023-04-28 13:50,"Quality:Good
Suitability:Saktong sakto
Appearance:Good at safe naman nakarating"
ulyssesdelima,5,2023-04-25 10:53,"Quality:goodd
Appearance:good
Suitability:good

Legit.....works well....mwahhh"
h*****o,4,2024-06-21 14:43,"Suitability:Nice
Quality:Nice
Appearance:Nice

Update. Mag blink2x na pag uminit na cya. Mahirap komuha nang warranty nila hindi parin napalitan.. Mahirap ma contact yung seller."
mervin_m,4,2024-10-14 01:05,"Appearance:good
Suitability:good
Quality:fair

Suitable to my unit. Just an average brightness. Typical substitute to average halogen light if you want to upgrade on LED headlight. Still recommend to purchase higher lumens if you want more brightness. By the way, high beam is not as vivid as what you expect. You cannot appreciate the brightness of high beam for an average price of this product."
s*****t,5,2023-04-21 03:20,"Appearance:Nice
Quality:Excellent
Suitability:Compatible

TOYOTA WIGO 2016 👍 H4
Very accomodating seller just approach them if you have queries.."
d*****a,5,2024-02-22 12:59,"Suitability:good
Appearance:good
Quality:good

Maganda siya sanabtumagal ang ilaw di masira agad pag ojay siya will buy again thanks seller and riders again"
ujee2018,5,2023-09-09 06:01,"Quality:I think it's of good quality but haven't tested them yet
Appearance:like what you see on their pictures shown here
Suitability:suits H4 bulb sockets"
crisantonytusi,5,2023-06-27 03:35,"Appearance:goods
Quality:goods
Suitability:goods

Thank u seller goods na goods po xah  . . .nice pero hndi pa xah na try pero goods. . ."
j*****n,5,2024-10-01 03:42,"Quality:Good
Suitability:Satisfactory
Appearance:Good

Quality of item is as per expectation.

Seller is very responsive and keeps you updated of your orders. Thank you very much seller."
jeffreyvu,5,2024-05-21 23:17,"Suitability:very good
Appearance:very good
Quality:very good

super worth it, ganda nya malakas tlga.. ty ty"
heartyupod,5,2024-04-29 16:38,"Quality:100💯
Suitability:VERY GOOD
Appearance:VERY NICE

APAKAGANDA NG ILAW SA HEAD LIGHT 🚨 ANG LIWANAG THANKS SELLER AT DUMATING ON TIME ANG ORDER KO😍 GOD BLESS PO 😘"
denmarkquiambao232,5,2023-09-23 12:29,"Ok un product, maliwanag, nakakagana pumasada sa Gabi, panalo..

Sana nagtagal sya."
v*****o,5,2023-11-30 08:07,"Quality:Vgood
Appearance:Vgood
Suitability:Vgood

Maliwanag siya compared sa original di nako maka pag intay na matry ito sa gabe hehe.Napaka accomodating ng seller at napaka professional. May slight na problema lang pero inentertain parin ni seller para ma insure na okay at walang problema yung napadala, if ever meron man willing din sila mag replace basta acceptable reasons lang or factory defect siguro.Two Thumbs up talaga hehe. Maraming salamat seller 🫰🏻🫰🏻"
anthonybacoy399,5,2024-08-20 09:53,"Appearance:excellent
Quality:excellent
Suitability:excellent

so happy with this headlights 
i order it yesterday and i received it today, very satisfied customer here. thank you seller.  this shop recommended."
fahadaliwampa,5,2022-12-27 15:03,"Appearance:good
Quality:good
Suitability:good

Maganda sya at cute pero sana tumagal dis advance nman nya kng my alikabuk cguro ung fan nya"
sirhczeuqirne,5,2022-12-14 16:50,"Appearance:original product
Quality:all complete

I am saying the product that I’m using is very good and the light is very bright. It’s also easy to install within less than 10 minutes highly recommended Seller"
jash133657,5,2022-09-14 05:16,very nice. sinubukan ko kagad at lumakas yung ilaw ng headlight ng sasakyan. satisfied ako sa nabili ko. recommend ko sa mga tropa
fontelo_erljun,5,2023-01-06 13:02,"Appearance:very nice
Quality:very nice
Suitability:very nice

Thank you po! Hindi pa na install. I hope it works"
bonbry0521,5,2023-02-15 01:01,"Appearance:vg
Quality:vg
Suitability:di pa nakabit

Legit, ambilis dymatibg. Advance ng 5days sa eta nya. Thanks"
mckevin2021,5,2023-04-14 03:48,"Suitability:amazing
Appearance:amazing
Quality:amazing

maganda yung ilaw pero ikakabit palang para matry kung malakas pero maganda tlaga sya.."
roycatana,5,2024-07-13 07:47,"Quality:excellent
Appearance:packaging excellent

Seller has a pro active on monitoring the product offer..and it helps..."
d*****e,5,2024-04-30 15:28,"Quality:good
Appearance:nice

Thanks seller sana lang magtagal yung headlight bulb super liwanag nya din ang ganda sa uulitin will order again"
yajyaj377,5,2024-03-07 06:44,"Appearance:10
Quality:10
Suitability:10

wala ako masabi solid item,legit seller💪"
deelara16,5,2023-05-06 23:57,Thank you seller ganda ng item worth it sa price.
melvintenorio075,5,2023-02-21 05:30,"Suitability:😀 arrived earlier than i expected
Appearance:perfect
Quality:fit to my car exactly"
r*****n,5,2023-10-31 05:42,ang ganda at bilis ng shipping ni seller talagang mapagkkatiwalaan ang shop na ito safe din ung packaging nya kaya no worries masira
j2008528a,5,2023-06-22 09:48,"Quality:10/10
Suitability:10/10

Arrived on time. No damage on the packaging. Product works well. Bright light. Use it on my motorcycle. Thus I still had one spare.
Thanks"
khelica18,5,2023-02-17 14:34,"Suitability:10/10
Appearance:noce products
Quality:10

Sobrang linaw ng ilaw hindi ko pa na adjust ung lens ng headlights ko kaya ganyan ang buga pero goods na goods siya, naka medium black tint ako maliwanag kahit nasa loob ka ng sasakyan maraming salamat seller legit ung product iwas disgrasya kasi super bright na ung head light ko"
charis_bernardo,5,2022-10-15 03:18,very good item well pack and safe. timely delivered. now its safe for me to drive at night well lit qnd easy to install. Looking forward to last long thanks seller and to the courrier
antimanobryab,5,2023-02-14 02:52,"Quality:super nice
Suitability:super nice
Appearance:super ganda

Super ganda small but terible sobrang lakas nea"
nsalv,5,2022-12-01 11:21,"Appearance:good
Quality:good
Suitability:good

havent tried to install the product yet but ok nmn ung packaging. mabilis din nadeliver. hopefully ok ung product.if good ung priduct will definitely buy again. thank you seller"
nalnamulyaj,5,2023-04-18 13:00,"Suitability:quality
Appearance:very satisfied
Quality:super satisfied

100% legit mga Sir slamat Seller napaka safe nang items wla na ako masabi recommended this shop salamat and God blessed po."
joshua1308,5,2023-11-30 05:39,"Quality:good
Suitability:good
Appearance:good

Thanks sa seller 😁 at sa tropang Kong rider labya"
091727benz,5,2023-12-13 08:55,"Appearance:10
Suitability:10
Quality:10/10

Thank you seller,ang ganda subra pro hindi kupa na install pra makita gaano ka lakas"
jordancochero95,5,2022-10-06 13:25,"Appearance:Good
Quality:Good

Goods m Good yung item. salamat seller. sana gumana at mag tagal na rin.  more power sa shop mo sir"
kenkenkendesarapen,5,2022-09-12 16:02,"Appearance:good
Quality:nice
Suitability:excellent

maganda naman sya will edit my rate nalang pag di tumagal. As of now nagustuhan ko sya walang bubble wrap pero goods naman yung package kasi sa loob ng box may foam"
j*****z,5,2023-11-04 06:42,"Quality:Excellent
Suitability:100% Fit
Appearance:Excellent

Corolla sb installed"
c*****l,5,2023-08-13 08:12,"Appearance:Excellent
Suitability:For All kinds of Vehicle
Quality:Excellent

Maayos yung Seller order mo ngayon kinabukasan matanggap mo na… Ang liwanag ng Novsight parang araw lang yung gabi…Salamat sa seller,shopee at sa courier.."
crizaldoal,5,2023-11-05 12:07,"Appearance:100
Suitability:100
Quality:100

ok na ok, sana may yellow, madali lang din ikabit. ty"
antoniofaelnar,5,2024-01-09 14:45,"Suitability:Perfect
Quality:Quality
Appearance:Good

The lights are identical to the one I had before, but they are brighter than regular lightbulbs and don't even bother me when I use high beam. I'm grateful 😊🙏"
oddclothingph,5,2024-08-16 14:02,"Suitability:10/10
Quality:10/10
Appearance:10/10

Sana tumagal 😁"
jordanpeterrodriguez,5,2023-01-07 12:09,"Appearance:H4
Quality:Ganda solid
Suitability:solid Ganda tlga"
j*****o,5,2023-09-01 05:31,Ok yung product. Maliwanag sya & madali ikabit. Sundin lng instructions sa website. Affordable din sya. Good replacement for stock headlights. Sana tumagal.
wilfrenv.padora,5,2022-10-14 12:19,"Ok sya,on time ang dating.maganda.pangawalang besis na ko umorder nito.👍👍"
winrichmiguelvelota,5,2023-07-06 04:58,"Nagkamali man sa item na pinadala  nung una pero mabilis nagrefund si seller kaya 5 stars pa din. Nagplace order ako ulit, tama na ang pinadala at mabilis ang delivery. Working ang item pero mamayang gabi ko pa matatry kung gano kaliwanag. Salamat seller."
mikiemontegrande,5,2022-10-10 01:56,"Appearance:good and packed well by the seller
Quality:nice
Suitability:very fit

Ganda ng lights and fit talaga sa honda Jazz 2019 ko. I will order again if it will last longer."
s*****e,5,2023-01-08 02:37,No visible dents on the box. Kudos! 👍🏼
jonal21,5,2023-07-05 03:14,"Quality:good
Suitability:good
Appearance:nice

Ok naman sya mas malakas sa stock bulb, legit. Nakukulangan lang ako sa brightness dapat pala 20,000 lumens above. Pero goods naman. Thanks seller"
gregromero302,5,2024-10-04 13:56,"Appearance:Good
Quality:Good
Suitability:Good

Maganda maliwanag yung ilaw nya salamat sa seller at rider mabilis lang dumating yung item ko na kabit ko din agad pagka receive ko ng item."
karisangemlaronsacopla,5,2023-09-12 15:31,"Quality:Excellent
Appearance:Excellent
Suitability:Excellent

Excellent product."
adriannew,5,2022-10-10 11:25,"Appearance:Excellent
Quality:Excellent
Suitability:Excellent

Very bright , I hope that it will last long, thank you!"
rose_jangmi,5,2022-12-11 05:01,Sana magtagal at Mabilis lang din naship. Nanghingi ako ng resibo para maconfirm legitimacy pero walang nakalagay
maulaha,5,2023-01-28 18:05,"Appearance:good
Quality:good
Suitability:good

Not yet installed, hope maayus and tumagal🙂🙂
Thanks seller"
marlon6535,5,2023-11-28 05:27,"Suitability:tamang tama sa vios
Quality:nice
Appearance:beswa

Na test ko kagabi maliwanag kahit maulan. Ok pati kausap ang nag deliver nakiusap ako na ideliver sa ibang time dahil wala ako sa bahay. Wala naging problem."
anthonykyrie,5,2023-03-22 14:16,"Quality:Hope tumagal
Suitability:10/10
Appearance:10/10

Highly recommended lakas nya kitang kita ang dinadaan plug and play... Ar sa presyo nya sulit na sulit hope tumagal sya 🙏😊"
rickyboyj,5,2023-12-12 14:25,"Quality:10/10
Appearance:10/10
Suitability:10/10

No photos but i recommend this shop thier product are good and seller is always updating thank you seller and to rider as always"
joelcaratihan,5,2023-01-13 07:04,malakas yung headlight. goods na goods ang quality.
jxmarcusb,5,2022-12-16 03:38,"Appearance:Same as what they posted
Quality:Nice
Suitability:Sakto lang siya

Good packaging and mabilis ang delivery"
johnvi18,5,2022-10-01 05:03,"Appearance:well and safely packed
Quality:looks sturdy
Suitability:vios gen2

After installing, the light is flicker and upon my research it needs canbus or resistor to maintan the voltage it needed.. coz light is fine but it is flickering.. so i need to fix it to make it stable.."
franciscobonsilao838,5,2024-06-03 02:07,"Appearance:good
Quality:good
Suitability:good

good quality"
allan005,5,2024-03-04 23:08,"Suitability:good
Quality:good
Appearance:good

salamat seller"
r*****1,5,2023-02-25 02:46,"Quality:Sobrang lakas.
Suitability:magdedepende sa unit ng sasakyan po. magagawan naman ng paraan.
Appearance:parang legit naman.

Maganda naman pagkakabalot. Mukhang legit naman. At nung sinalpak na. Ang ganda."
m*****1,5,2023-01-19 07:57,"Appearance:well package
Quality:very good
Suitability:very good

Hi seller, thank you for the replacement of the items.
All LED’s are working good! Already installed to my car. Thank you very much. We’ll order again! Recommended seller!"
n*****5,5,2022-12-17 14:43,"Quality:good
Suitability:good
Appearance:superb

Worth s price nya..maGanda ang item..sna tumagal..d q p na install s auto..legit seller.highly recommended s mga kaibigan..thank u seller & shopee."
,5,2023-11-26 07:04,"Appearance:very good
Quality:very good
Suitability:very good"
vinz030694,5,2024-09-08 14:23,"Suitability:ok sakto
Appearance:ok
Quality:Good

Sana tumagal.. di sia ganun kalakas . Pero ok narin sa price nia 6k lumens"
bryannencinares,5,2023-01-28 14:25,"Suitability:10
Appearance:10
Quality:10

Original na original quality Ang itsura Hindi mumurahin lang"
kramyabar,5,2024-05-04 21:00,"Quality:Great
Suitability:Great
Appearance:Great

Sa una hinde namin alam paano ikabit pero mayroon naman how to install videos sa youtube at naikabit nman ng wlang issues."
roelescudero,5,2022-11-05 09:23,"Appearance:Very Good
Quality:Very Good
Suitability:Very Good"
ramirura8262,5,2024-04-06 08:56,"Quality:very good
Appearance:very good
Suitability:very good

okay na okay sya kaka salpak lang namin sa crosswind malakas talaga sya, sana tumagal ty seller at kay suking rider 🫡 order uli ako sa sunod!!"
virgmariano,5,2022-10-27 02:01,"Appearance:10/10
Quality:10/10

-bilis ng pagkakaship. safe sya nakarating,secure ang box

-nasubukan ko na at nasilaw ako sa ganda. lumiwanag na ilaw ng heal light ng auto ko. pwede na makipag bulagan sa nakasalubong

- highly recommend tong seller nato. 
salamat sa uulitin.  chao!"
d*****a,5,2022-08-18 03:33,"Appearance:good
Quality:good
Suitability:good

Item was shipped immediately, five stars for fast delivery. There was no bubble wrap to protect the package, hope this thing isn't damage during it's shipment. Hope this works well. Five stars for now."
serrano.jorene,5,2023-09-11 09:54,"Appearance:good
Suitability:good
Quality:good

sana tumagal..."
jerumjabbs,5,2023-05-10 07:10,"Quality:💯 quality
Suitability:easy to install
Appearance:angas Ang dating

Panalo Ang porma sakto Sa vios  ko highly recommended  this store salamat po seller"
erwinfrancisco139,5,2024-01-15 12:26,"Quality:Solid
Suitability:Good
Appearance:Good

Thank you"
m*****r,5,2024-07-01 02:09,"Suitability:Perfect.
Appearance:Amazing
Quality:Excellent"
yoggie1126,5,2024-01-19 03:24,"Suitability:10
Quality:10
Appearance:10

Di ko pa na try. Edit ko na lang yung comment kung sakali."
,5,2022-06-23 14:29,Ganda ng product lakas naman ilaw heheh thanks seller😘😘
i2v2egovz0,5,2022-09-21 06:34,"LED lights installed and working fine. So easy to install. Plug and play lang. It also helped a lot na may indicator dun sa item sa proper alignment.
Delivered quick too. 
Thank both the seller and courier."
mpabl002,5,2023-11-03 20:30,"Suitability:100%
Appearance:100%
Quality:100%

The product is good. Very fast delivery. It is very affordable. Sana magtagal. I am so happy with the purchase. Sobrang liwanag."
j*****a,5,2023-01-11 07:04,"okay sa 2014 Ford Everest.
Size H4 sa headlight H11 sa foglight
Thanks"
cjgardose,5,2024-10-06 10:17,On Fortuner 05. Super sulit for the price. Easy to install.
x9olcftub0,5,2022-05-18 08:56,"Ang malakas na output ng liwanag ay tulad ng ipinapakita sa figure, napakahusay na ginagarantiyahan ang aking paglalakbay sa gabi, napakasaya ko, at ang bilis ng paghahatid ay napakabilis din, ito ay nagkakahalaga ng pagrekomenda👏👏👏👏👍👍👍"
dloberanes,5,2023-07-23 14:10,"Suitability:Excellent
Quality:Excellent
Appearance:Excellent"
g*****4,5,2023-04-13 12:20,"Thank you seller for these items. Nth time of ordering from this seller. Items were of good quality as usual and is durable as well. Seller may not respond to queries often but i assure you that their products are of good quality. Looking to more transactions with this seller. God bless everyone.
Ps. Sorry pics not related to items 😅"
riclendilig,5,2022-10-30 15:10,"Salamat po! Safe na safe po dumating ang item 😊 salamat po kay seller at mabilis din naman nadeliver, Makakaulit po ng order pag nagka budget ule maraming salamat po 😊✌️"
jesskateluc,5,2023-08-12 08:31,Super doper maganda para sa toyota wigo ko... Salamat seller. Sa insakto led light para sa car ko. Salamat talaga 5star ka s akin... Dito na kayu bumili swabe sa bulsa swabe sa ilaw.. Mark my word mga ka LED.
p6op1rvw744jukolcxq2qp7zaihn,5,2024-02-21 11:37,"Suitability:good
Quality:very good sana tomagal sa aking lancer super liwang ang ilaw bibili pa ako uli para may reserba ako kc lagi long distance ang biyahe ko mairecomenda ko itong ilaw na to sa mga hindi pa nakasubok subokan niyo maganda siya.
Appearance:good

Super liwanag very good."
ezekielreyesmiranda,5,2024-01-03 04:10,"Appearance:exccelentooooo
Quality:excelentooo
Suitability:excelentoooo

Mga pre bili na kayo dito! Kung di kayo bibili dito edi wag hahaha basta goods na goods tong novsight nila and umaaandar ng maayo and walang sira and sobra liwanag parang kukunin kana. Hahaha yun lng salamat seller!"
davebosaing,5,2023-01-26 04:33,"Appearance:very good
Quality:excellent
Suitability:excellent"
nardnidom,5,2024-01-24 07:22,"Suitability:good
Appearance:good
Quality:good

I recomend this shop, napakabilis dumating and very responsive c seller. Sa item naman, legit talaga, what you see is what you get. Kelangan mo lang talaga alamin kung ano talaga ang para sa sasakyan mo pra di rin magkamali ang ipapadala sayo. Thanks ulit....."
m*****e,5,2022-08-21 10:16,Appearance:Good quality! Satisfied customer here.
w*****z,5,2022-10-23 10:27,"Appearance:nice. ganda.
Quality:matibay
Suitability:suitable to any car.

Iadjust mo lang yung sasalpakan ng bulb. Basta make sure di gagalaw. 😁
Kudos seller and shopee."
drewdriel,5,2024-09-29 15:45,"Quality:Good Item
Appearance:100%
Suitability:100%

Thank you seller for safe packaging and no damage item, Brand new Novsight LED. This item good for night ride."
bonbonline,5,2024-03-24 23:17,Ok naman mabilis dumating yung product well packed siya at as good as its advertise.what you see is what you get legit items po recomended ko yung seller na to keep up the good work seller.
rockylaguiab,5,2023-01-03 11:58,"Quality:good
Suitability:fit naman sa vios ko 2012 model
Appearance:good

I was just installed in my car, so i wish na magtatagal, siguro bibili uli ako maganda"
ilvinhiezoposuarez,5,2024-07-23 13:37,"Appearance:good
Quality:good
Suitability:good

Well package safely delivered good quality and rider is good and ready for the next one to be delivered perfect thank you"
eriqalisasis,5,2023-12-28 14:32,"Appearance:very good
Quality:very good
Suitability:very good"
alextacdol657,5,2023-12-20 12:03,"Suitability:Sakto sa Mirage G4 sobrang daling ikabit
Quality:matibay
Appearance:goods na goods

Maganda yung product the best sobrang bilis dumating din. Sana tumagal"
gracielapangandianaguilar,5,2023-11-02 00:02,"Appearance:good
Quality:good
Suitability:good

Ok nman d k p maxado na checheck  let me see kapag install na sa kotse Namin Sana maging ok naman siya at magtagal...mukhng la naman damage Ng product at nka bubble wrap Naman thank you seller at rider delivery..."
m*****s,5,2023-12-09 06:41,"Appearance:DEFINITELY 100%
Quality:1000000%%
Suitability:100000%%

Honestly it fitted well for my Fortuner 2007, infact I didn't expect for a 10k lumens to be that bright.
The seller is very accommodating and legit ang products nila.
Hindi peke at hindi nagbubust yung led nang binebenta nila, tska the led light doesn't glare any motorists sa kalsada kasi properly alligned yung pag install ko.
At first akala ko mapupundi siya After 1 month or 2 months pero the results is really amazing.
Iv'e been using the lights for 5 months na, sana tumagal yung ilaw ko hehe
So far wala namang nag flicker sakin sa kalsada dahil sa ilaw ko.😅
Kudos to the seller godbless you! 🤩
Wala pa yung video ko and photos"
joycecarpitanos,5,2023-03-04 15:25,"Appearance:very bright
Quality:very good
Suitability:suits my wigo 2016

I used it on wigo 2016 and avanza 2010. It fits well, it works well. It did not disappoint. Will super recommend!! Media just for coins."
p*****y,5,2024-03-21 10:30,"Suitability:Very Good
Quality:Amazing
Appearance:Same as photos

Easy to install, some delay though from when turning off from high beam to low beam. But it gets the job done. Thank you seller!"
deoangelicosabado,5,2024-01-01 03:07,"Quality:excellent
Suitability:excellent
Appearance:excellent

Parcel arrived as expected with complete sealed package..sulit ang ganda ng product..thank you seller"
kickass3,5,2024-05-24 13:00,"Quality:excellent and impressive

Wow! Just finished installing it in my Chevy Orlando! She now has new white bright eyes 😇So happy with it 😇 great value for money.. great product! Thank you seller"
jabs_0808,5,2023-01-26 05:20,"Quality:10/10
Suitability:10/10
Appearance:10/10

It works really well and the way the seller wrapped the item was brilliant! I will order soon! I really appreciate the item!
u got 5stars for me!!!"
emgasid,5,2023-11-06 11:00,"Quality:Excellent
Suitability:looks excellent, we'll see
Appearance:Excellent

mabilis dumating yung item
kung ano yung nasa pic and yung liwanag same
naguupdate si seller via messages sa shoppee
approved!"
r*****n,5,2023-12-01 10:08,Napakabilis ng shipping and delivery nya wala pa ytang 3 days kasi pagorder ko to receive agad ehh kaya kudos much sa seller
d3tj_97x34,5,2022-04-02 10:30,"Nice product, the seller is very responsive to my queries. Also, the product is good. I install immediately this LED bulb in my car when I received the parcel. the item is well packaged and I am very much satisfied with this product. Hope this will last long.Recommend you to buy!"
8*****p,5,2023-12-07 13:06,"Suitability:good
Appearance:good
Quality:good

Hindi ko p sya nagagamit,maganda naman pagkakabalot mabilis syang dumating salamat seller,shoppe at rider"
jheyrodan,5,2023-05-01 10:49,"Suitability:nice
Appearance:good

Tnx seller 2times n aq nag order"
xkengggg,5,2023-08-06 06:00,"Appearance:maganda
Quality:ayos na ayos
Suitability:Very good

Sealed ang packaging nila kaso may mga yupi lang , pero maganda pa din yung products nagana lahat at malakas"
dhondhon060,3,2023-10-16 11:15,"Suitability:good
Appearance:saktu lng..mura lng din kasi....
Quality:good"
marlond.dulatre,5,2023-08-10 05:58,"Quality:very good
Suitability:very good
Appearance:very good

Pag nakalow prang mas maliwanag pa sa low ng navara ko. Maliwanag sa gabi as per wifey. Mirage g4 unit pinaglagyan ko. 
Sana tumagal, ang worry ko lang pag nagpa engine wash ako bka mabasa. Sana masagot ni supplier if ok lang mabasa pag hindi patakpan ko n lang if maalala ko😂."
vinsantos122,4,2022-12-16 22:01,"Appearance:good

bilis dumating...dko p nakabit sana working pareho ung ilaw...pra maging suki si seller..."
majinbu1106,5,2023-12-29 23:39,"Appearance:the best
Suitability:the best
Quality:the bedt

Recommnmended seller"
akosilawrencecaps,5,2024-01-12 02:22,"Suitability:Good
Appearance:Good
Quality:Very good"
yelnatsnaitsirhc,5,2022-10-27 23:19,"Quality:Superb
Suitability:Perfect
Appearance:Amazing

Very good upgrade for your LED! Amazing quality. Need lang  magpalit ng luminaire ata for better quality. Seller is responsive."
k*****8,5,2023-12-19 01:49,thank you for sending complete items and in good condition. items are individually packed. items are same as shown in the picture.it came earlier than expected.will order again soon
h*****y,5,2023-05-05 05:00,"Quality:Nice
Appearance:Great
Suitability:Good

Thanks seller and rider"
unokwatrosais,5,2024-05-23 02:51,"Appearance:good
Quality:I think it's good
Suitability:good

Nice and fast delivery"
cramtreblazedlav,5,2023-02-01 04:47,"Appearance:nice product

maliwanag sya malakas. quality"
jeffire,5,2023-02-24 05:32,"Suitability:GOOD
Appearance:GOOD
Quality:GOOD

Photos ano video are not related sa product. Anyway, working yung ilaw nya maliwanag saktong sakto sa toyota wigo."
ladymaddogz,5,2023-06-14 07:41,"Quality:💯 good
Suitability:good
Appearance:💯

Thank you Po"
cheken21,5,2023-07-11 06:49,"Quality:awesome
Appearance:perfect
Suitability:plug and play to my yamaha r3

Thank you seller❤️"
nelsonedwardmalacaman,5,2024-07-10 00:21,"Appearance:perfect
Quality:good
Suitability:good

Pag lagay sumabog ang 10amp fuse for left head light ng revo ...
Pinalitan k ng 15amp fuse ... All goods na thanks seller... 
May 2 p n sasakyan para palitan ng orion headlights cant wait to buy again..."
hfv9yzfcdc,5,2024-01-08 22:58,"Quality:good
Suitability:good
Appearance:good

Maganda sya and sulit for its price. Plug and play literally. Solved na solved na si wiggy d na natatabunan yung ilaw nya pag may kasalubong👌"
achillespitt,5,2023-12-05 10:29,"Suitability:perfect
Appearance:great
Quality:good

seller is responsive 
perfect fit for my honda city 2016 model
hope it will last long."
yakal62,5,2024-03-25 04:49,"Quality:Superb
Appearance:Excellent
Suitability:Perfect"
linggay23amazarray,5,2022-11-29 15:21,"Appearance:good
Quality:good
Suitability:Avanza 2017"
m*****n,5,2023-01-02 14:21,"Appearance:good
Quality:good
Suitability:good

All working hope will last"
l*****3,5,2023-04-09 08:34,Highly recommended! Was very pleased to drive again at night because of these! Delivery was fast. It came a day after ordering it on line. The product is easy to install without the help of a professional. Compared to the cost and the quality this is worth it
napoleonmontejojr.,5,2023-12-07 06:02,"Suitability:10/10
Quality:10/10
Appearance:10/10

Delivered early as expected."
b*****8,5,2022-08-03 05:03,"Appearance:excellent
Quality:excellent
Suitability:excellent

Napakaganda! Ginamit ko sa honda city idsi hindi nakaka silaw sa mga kasalubong at very easy to install. Thanks seller!"
p*****0,5,2023-11-08 12:38,"Quality:Looks high quality
Appearance:Very Well packed
Suitability:Will be installing it soon

Over all Thumbs up to the Seller for items looking high quality and as well its packing. Hope this product will last. Will update soon👍👍"
luczonvincent,5,2023-11-20 12:01,"Quality:10/10

Good quality, malakas. Sana mag tagal 😊"
rodienmatibag,5,2023-02-26 11:52,"Appearance:very good
Quality:very good
Suitability:very good

Okay ang product na ‘to malakas ang liwanag niya, pero hindi ko pa nasubukan sa gabi sana tumagal"
ricille27,5,2023-04-22 06:47,"Quality:good
Suitability:Effective
Appearance:handy

Very usefull lalo na sa long ride  kailangan magbyahe ng madaling araw Maganda ang lakas at liwanag talaga"
josephlanzcapuyan,5,2024-05-27 11:41,"Appearance:Good
Quality:Good
Suitability:Good"
enricojrhmemije,5,2022-12-10 01:19,"Appearance:9/10
Quality:9/10
Suitability:9/10

Fit sa RS200"
